
SB0 SB40 SB35 MeanRec HarMeanRec Bnow
14.7763 5.91051 5.1717 0.0012409 0.0010938 8.87677 
CV Recruit
0.366724 
Alternative 1 Alternative  Stock: Model_1_goa_re_2021.dat
Catch Model_1_goa_re_2021.dat
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2021  0 0.574153 0.615453 0.424885 0.424885 0.424885 0.424885 1.27676e-15 
2022  0 0.574153 0.615453 0.786813 0.786814 0.786814 0.786815 4.19347e-07 
2023  0 0.574153 0.615453 0.763582 0.763585 0.763585 0.763589 2.07819e-06 
2024  0 0.574153 0.615453 0.747416 0.747427 0.747428 0.747444 8.72838e-06 
2025  0 0.574153 0.615453 0.739484 0.739523 0.739526 0.739584 3.20831e-05 
2026  0 0.574153 0.615453 0.739748 0.739874 0.739886 0.740072 0.000102094 
2027  0 0.574153 0.615453 0.718352 0.718684 0.718721 0.719216 0.000272391 
2028  0 0.574153 0.615453 0.697701 0.698414 0.698503 0.699517 0.000583507 
2029  0 0.574153 0.615453 0.680876 0.682054 0.682181 0.683896 0.000947766 
2030  0 0.574153 0.615453 0.666378 0.668066 0.668176 0.670288 0.00125377 
2031  0 0.574153 0.615453 0.653092 0.655174 0.655286 0.657774 0.00151406 
2032  0 0.574153 0.615453 0.642048 0.644481 0.644591 0.647449 0.00177177 
2033  0 0.574153 0.615453 0.632674 0.635851 0.63592 0.639907 0.00224512 
2034  0 0.574153 0.615453 0.623488 0.62855 0.629056 0.636295 0.00391737 

Spawning_Biomass Model_1_goa_re_2021.dat
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2021 14.7763 5.91051 5.1717 8.67785 8.67785 8.67785 8.67785 1.24345e-14 
2022 14.7763 5.91051 5.1717 8.55756 8.55756 8.55756 8.55756 3.90799e-14 
2023 14.7763 5.91051 5.1717 8.36214 8.36214 8.36214 8.36214 4.44089e-14 
2024 14.7763 5.91051 5.1717 8.16979 8.16979 8.16979 8.16979 4.79616e-14 
2025 14.7763 5.91051 5.1717 7.99805 7.99805 7.99805 7.99805 7.4607e-14 
2026 14.7763 5.91051 5.1717 7.83584 7.83591 7.83592 7.83604 6.43626e-05 
2027 14.7763 5.91051 5.1717 7.67489 7.67509 7.67511 7.6754 0.000163884 
2028 14.7763 5.91051 5.1717 7.51458 7.51506 7.51511 7.5158 0.0003895 
2029 14.7763 5.91051 5.1717 7.35638 7.35771 7.35784 7.35984 0.00108515 
2030 14.7763 5.91051 5.1717 7.20207 7.20545 7.20584 7.21089 0.00278761 
2031 14.7763 5.91051 5.1717 7.05597 7.06332 7.06426 7.07491 0.00607528 
2032 14.7763 5.91051 5.1717 6.91157 6.92625 6.92799 6.9494 0.0121897 
2033 14.7763 5.91051 5.1717 6.77893 6.80515 6.80843 6.84731 0.0221327 
2034 14.7763 5.91051 5.1717 6.65573 6.7017 6.70606 6.77045 0.0367917 

Fishing_mortalityModel_1_goa_re_2021.dat
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2021  0 0.0381281 0.0459618 0.0202855 0.0202855 0.0202855 0.0202855 1.70003e-16 
2022  0 0.0381281 0.0459618 0.0381281 0.0381281 0.0381281 0.0381281 2.77556e-17 
2023  0 0.0381281 0.0459618 0.0381281 0.0381281 0.0381281 0.0381281 2.77556e-17 
2024  0 0.0381281 0.0459618 0.0381281 0.0381281 0.0381281 0.0381281 2.77556e-17 
2025  0 0.0381281 0.0459618 0.0381281 0.0381281 0.0381281 0.0381281 2.77556e-17 
2026  0 0.0381281 0.0459618 0.0381281 0.0381281 0.0381281 0.0381281 2.77556e-17 
2027  0 0.0381281 0.0459618 0.0381281 0.0381281 0.0381281 0.0381281 2.77556e-17 
2028  0 0.0381281 0.0459618 0.0381281 0.0381281 0.0381281 0.0381281 2.77556e-17 
2029  0 0.0381281 0.0459618 0.0381281 0.0381281 0.0381281 0.0381281 2.77556e-17 
2030  0 0.0381281 0.0459618 0.0381281 0.0381281 0.0381281 0.0381281 2.77556e-17 
2031  0 0.0381281 0.0459618 0.0381281 0.0381281 0.0381281 0.0381281 2.77556e-17 
2032  0 0.0381281 0.0459618 0.0381281 0.0381281 0.0381281 0.0381281 2.77556e-17 
2033  0 0.0381281 0.0459618 0.0381281 0.0381281 0.0381281 0.0381281 2.77556e-17 
2034  0 0.0381281 0.0459618 0.0381281 0.0381281 0.0381281 0.0381281 2.77556e-17 

Total_BiomassModel_1_goa_re_2021.dat
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2021 81.0512 20.7663 19.0773 26.1606 26.1606 26.1606 26.1606 8.17124e-14 
2022 81.0512 20.7663 19.0773 25.9867 26.0151 26.0197 26.0685 0.0257726 
2023 81.0512 20.7663 19.0773 25.4562 25.5204 25.527 25.6141 0.050943 
2024 81.0512 20.7663 19.0773 24.9558 25.064 25.0746 25.2284 0.0842735 
2025 81.0512 20.7663 19.0773 24.4828 24.6482 24.6593 24.8745 0.125846 
2026 81.0512 20.7663 19.0773 24.0236 24.2544 24.2718 24.5673 0.174492 
2027 81.0512 20.7663 19.0773 23.5755 23.8843 23.9027 24.2875 0.228823 
2028 81.0512 20.7663 19.0773 23.1623 23.5574 23.577 24.0621 0.285788 
2029 81.0512 20.7663 19.0773 22.7857 23.2728 23.2896 23.8889 0.34623 
2030 81.0512 20.7663 19.0773 22.4136 23.0277 23.0359 23.7195 0.407285 
2031 81.0512 20.7663 19.0773 22.1014 22.8074 22.8119 23.6133 0.470381 
2032 81.0512 20.7663 19.0773 21.8078 22.6181 22.6171 23.4833 0.533381 
2033 81.0512 20.7663 19.0773 21.5508 22.4318 22.4465 23.4201 0.596326 
2034 81.0512 20.7663 19.0773 21.3101 22.2671 22.2952 23.308 0.658657 
Alternative 2 Alternative  Stock: Model_1_goa_re_2021.dat
Catch Model_1_goa_re_2021.dat
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2021  0 0.574153 0.615453 0.424885 0.424885 0.424885 0.424885 1.27676e-15 
2022  0 0.574153 0.615453 0.379661 0.379661 0.379661 0.379661 2.00407e-07 
2023  0 0.574153 0.615453 0.375539 0.37554 0.37554 0.375542 9.93188e-07 
2024  0 0.574153 0.615453 0.374369 0.374374 0.374374 0.374382 4.17155e-06 
2025  0 0.574153 0.615453 0.376808 0.376826 0.376828 0.376856 1.53352e-05 
2026  0 0.574153 0.615453 0.382991 0.383051 0.383057 0.383146 4.88127e-05 
2027  0 0.574153 0.615453 0.378394 0.378553 0.378571 0.378808 0.000130311 
2028  0 0.574153 0.615453 0.373729 0.37407 0.374113 0.374598 0.000279441 
2029  0 0.574153 0.615453 0.370517 0.371082 0.371143 0.371964 0.000454489 
2030  0 0.574153 0.615453 0.368074 0.368885 0.368937 0.369951 0.000601969 
2031  0 0.574153 0.615453 0.36588 0.36688 0.366934 0.368131 0.000727714 
2032  0 0.574153 0.615453 0.364466 0.365636 0.365688 0.367064 0.000852549 
2033  0 0.574153 0.615453 0.363584 0.365114 0.365147 0.367069 0.00108262 
2034  0 0.574153 0.615453 0.362536 0.364995 0.365232 0.36874 0.00189903 

Spawning_Biomass Model_1_goa_re_2021.dat
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2021 14.7763 5.91051 5.1717 8.67785 8.67785 8.67785 8.67785 1.24345e-14 
2022 14.7763 5.91051 5.1717 8.62777 8.62777 8.62777 8.62777 7.99361e-14 
2023 14.7763 5.91051 5.1717 8.59562 8.59562 8.59562 8.59562 6.21725e-14 
2024 14.7763 5.91051 5.1717 8.55888 8.55888 8.55888 8.55888 6.21725e-14 
2025 14.7763 5.91051 5.1717 8.5359 8.5359 8.5359 8.5359 7.10543e-15 
2026 14.7763 5.91051 5.1717 8.51629 8.51636 8.51637 8.51649 6.43905e-05 
2027 14.7763 5.91051 5.1717 8.49173 8.49193 8.49195 8.49225 0.000164043 
2028 14.7763 5.91051 5.1717 8.46029 8.46078 8.46083 8.46152 0.000390288 
2029 14.7763 5.91051 5.1717 8.4232 8.42453 8.42467 8.42667 0.00108921 
2030 14.7763 5.91051 5.1717 8.3822 8.3856 8.38599 8.39107 0.00280351 
2031 14.7763 5.91051 5.1717 8.34223 8.34963 8.35058 8.36132 0.00612131 
2032 14.7763 5.91051 5.1717 8.2952 8.31 8.31176 8.33337 0.0123045 
2033 14.7763 5.91051 5.1717 8.2535 8.28005 8.28334 8.32266 0.022386 
2034 14.7763 5.91051 5.1717 8.21538 8.26197 8.26639 8.33152 0.0373344 

Fishing_mortalityModel_1_goa_re_2021.dat
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
2021  0 0.0381281 0.0459618 0.0202855 0.0202855 0.0202855 0.0202855 1.70003e-16 
2022  0 0.0381281 0.0459618 0.0182214 0.0182214 0.0182214 0.0182214 1.11022e-16 
2023  0 0.0381281 0.0459618 0.0182214 0.0182214 0.0182214 0.0182214 1.11022e-16 
2024  0 0.0381281 0.0459618 0.0182214 0.0182214 0.0182214 0.0182214 1.11022e-16 
2025  0 0.0381281 0.0459618 0.0182214 0.0182214 0.0182214 0.0182214 1.11022e-16 
2026  0 0.0381281 0.0459618 0.0182214 0.0182214 0.0182214 0.0182214 1.11022e-16 
2027  0 0.0381281 0.0459618 0.0182214 0.0182214 0.0182214 0.0182214 1.11022e-16 
2028  0 0.0381281 0.0459618 0.0182214 0.0182214 0.0182214 0.0182214 1.11022e-16 
2029  0 0.0381281 0.0459618 0.0182214 0.0182214 0.0182214 0.0182214 1.11022e-16 
2030  0 0.0381281 0.0459618 0.0182214 0.0182214 0.0182214 0.0182214 1.11022e-16 
2031  0 0.0381281 0.0459618 0.0182214 0.0182214 0.0182214 0.0182214 1.11022e-16 
2032  0 0.0381281 0.0459618 0.0182214 0.0182214 0.0182214 0.0182214 1.11022e-16 
2033  0 0.0381281 0.0459618 0.0182214 0.0182214 0.0182214 0.0182214 1.11022e-16 
2034  0 0.0381281 0.0459618 0.0182214 0.0182214 0.0182214 0.0182214 1.11022e-16 

Total_BiomassModel_1_goa_re_2021.dat
Year B100 Babc Bofl LowCI_Biom Median_Biom Mean_Biom UpperCI_Biom Stdev_Biom 
2021 81.0512 20.7663 19.0773 26.1606 26.1606 26.1606 26.1606 8.17124e-14 
2022 81.0512 20.7663 19.0773 25.9867 26.0151 26.0197 26.0685 0.0257726 
2023 81.0512 20.7663 19.0773 25.863 25.9272 25.9338 26.021 0.0509434 
2024 81.0512 20.7663 19.0773 25.7425 25.8508 25.8613 26.0151 0.0842755 
2025 81.0512 20.7663 19.0773 25.6267 25.7921 25.8032 26.0184 0.125855 
2026 81.0512 20.7663 19.0773 25.5066 25.7375 25.7549 26.0504 0.174521 
2027 81.0512 20.7663 19.0773 25.3845 25.6934 25.7118 26.0967 0.228912 
2028 81.0512 20.7663 19.0773 25.273 25.6683 25.6881 26.1737 0.286026 
2029 81.0512 20.7663 19.0773 25.1744 25.6619 25.6792 26.2782 0.34678 
2030 81.0512 20.7663 19.0773 25.0592 25.675 25.6835 26.3688 0.408348 
2031 81.0512 20.7663 19.0773 24.9866 25.6939 25.6988 26.5046 0.472141 
2032 81.0512 20.7663 19.0773 24.9109 25.7265 25.7258 26.5972 0.535996 
2033 81.0512 20.7663 19.0773 24.8595 25.7433 25.7614 26.7464 0.599935 
2034 81.0512 20.7663 19.0773 24.8094 25.7736 25.8023 26.8296 0.663493 
Alternative 3 Alternative  Stock: Model_1_goa_re_2021.dat
Catch Model_1_goa_re_2021.dat
Year C0 Cabc Cofl LowCI_Catch Median_Catch Mean_Catch UpperCI_Catch Stdev_Catch 
2021  0 0.574153 0.615453 0.424885 0.424885 0.424885 0.424885 1.27676e-15 
2022  0 0.574153 0.615453 0.397056 0.397056 0.397056 0.397056 2.09675e-07 
2023  0 0.574153 0.615453 0.392428 0.392429 0.392429 0.392431 1.03912e-06 
2024  0 0.574153 0.615453 0.390902 0.390907 0.390908 0.390916 4.36445e-06 
2025  0 0.574153 0.615453 0.393162 0.393181 0.393183 0.393212 1.60442e-05 
2026  0 0.574153 0.615453 0.399343 0.399405 0.399411 0.399505 5.1069e-05 
2027  0 0.574153 0.615453 0.394259 0.394426 0.394444 0.394692 0.000136331 
2028  0 0.574153 0.615453 0.38912 0.389477 0.389522 0.390029 0.000292338 
2029  0 0.574153 0.615453 0.385515 0.386106 0.386169 0.387029 0.000475438 
2030  0 0.574153 0.615453 0.382727 0.383575 0.38363 0.38469 0.000629682 
2031  0 0.574153 0.615453 0.380213 0.381259 0.381315 0.382566 0.000761182 
2032  0 0.574153 0.615453 0.378524 0.379749 0.379803 0.381243 0.000891716 
2033  0 0.574153 0.615453 0.377404 0.379005 0.379039 0.381049 0.00113225 
2034  0 0.574153 0.615453 0.37612 0.378692 0.37894 0.382608 0.00198565 

Spawning_Biomass Model_1_goa_re_2021.dat
Year SSB100 SSBabc SSBofl LowCI_SSB Median_SSB Mean_SSB UpperCI_SSB Stdev_SSB 
2021 14.7763 5.91051 5.1717 8.67785 8.67785 8.67785 8.67785 1.24345e-14 
2022 14.7763 5.91051 5.1717 8.62478 8.62478 8.62478 8.62478 6.03961e-14 
2023 14.7763 5.91051 5.1717 8.58561 8.58561 8.58561 8.58561 8.34888e-14 
2024 14.7763 5.91051 5.1717 8.54203 8.54203 8.54203 8.54203 5.32907e-14 
2025 14.7763 5.91051 5.1717 8.51239 8.51239 8.51239 8.51239 1.77636e-15 
2026 14.7763 5.91051 5.1717 8.48628 8.48635 8.48636 8.48649 6.43893e-05 
2027 14.7763 5.91051 5.1717 8.45539 8.45559 8.45561 8.4559 0.000164037 
2028 14.7763 5.91051 5.1717 8.41784 8.41833 8.41838 8.41907 0.000390255 
2029 14.7763 5.91051 5.1717 8.3749 8.37623 8.37637 8.37838 0.00108904 
2030 14.7763 5.91051 5.1717 8.32832 8.33172 8.33211 8.33719 0.00280283 
2031 14.7763 5.91051 5.1717 8.28301 8.29041 8.29136 8.30209 0.00611936 
2032 14.7763 5.91051 5.1717 8.23098 8.24578 8.24754 8.26913 0.0122996 
2033 14.7763 5.91051 5.1717 8.18451 8.21105 8.21433 8.25364 0.0223752 
2034 14.7763 5.91051 5.1717 8.14184 8.1884 8.19282 8.25792 0.0373113 

Fishing_mortalityModel_1_goa_re_2021.dat
Year F0 Fabc Fofl LowCI_F Median_F Mean_F UpperCI_F Stdev_F 
